id,title,artist,genre,year,decade,clean_lyrics,word_count,topic_id,topic_label,overall_sentiment,sentiment_score,emotion_label,joy,sadness,anger,fear,surprise,disgust,neutral
2af609d2-c206-4d35-b08e-471ed2139b7a,Shape of You,Ed Sheeran,pop,2017,2010s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.91,joy,0.3443,0.051,0.1438,0.1077,0.0724,0.1612,0.1196
11cd9a91-4546-41d2-95d0-c48f51138122,Rolling in the Deep,Adele,pop,2010,2010s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,negative,0.85,anger,0.0523,0.0281,0.4062,0.1587,0.1397,0.1597,0.0552
61eaff85-8567-4e21-8806-134215d0fde2,Bad Guy,Billie Eilish,pop,2019,2010s,Walking down the road I see the signs of identity & self everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,4,Identity & Self,negative,0.78,disgust,0.1314,0.1503,0.0278,0.0749,0.1459,0.3449,0.1247
cb267545-99d6-4eee-95c4-b328f7338f38,Uptown Funk,Mark Ronson,pop,2014,2010s,Walking down the road I see the signs of party & celebration everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,1,Party & Celebration,positive,0.95,joy,0.3013,0.0581,0.1809,0.1558,0.1414,0.086,0.0765
c66b30a6-214f-46e5-85b6-1922f4d64ba4,Shake It Off,Taylor Swift,pop,2014,2010s,Walking down the road I see the signs of party & celebration everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,1,Party & Celebration,positive,0.93,joy,0.2941,0.0912,0.1615,0.1486,0.1008,0.038,0.1658
36c13d1e-8750-41d9-853d-62d842ff44fc,Poker Face,Lady Gaga,pop,2008,2000s,Walking down the road I see the signs of identity & self everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,4,Identity & Self,neutral,0.62,neutral,0.1448,0.1526,0.1591,0.1654,0.0182,0.053,0.307
62770508-711c-4f7e-ae09-1842a89d9cd9,Roar,Katy Perry,pop,2013,2010s,Walking down the road I see the signs of identity & self everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,4,Identity & Self,positive,0.89,joy,0.5209,0.1162,0.0984,0.111,0.1188,0.0226,0.0121
8bb8c37d-1b22-417e-996f-134597a00373,Happy,Pharrell Williams,pop,2013,2010s,Walking down the road I see the signs of party & celebration everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,1,Party & Celebration,positive,0.97,joy,0.4068,0.021,0.0214,0.072,0.1984,0.1123,0.1681
035d718b-b76b-4067-8380-a9a3ffc08807,Someone Like You,Adele,pop,2011,2010s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,negative,0.92,sadness,0.104,0.3581,0.0325,0.1073,0.0801,0.1411,0.177
4da38d12-b546-4be1-a3d6-a4303a76838e,Blinding Lights,The Weeknd,pop,2019,2010s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.8,joy,0.3339,0.0644,0.1555,0.0213,0.1658,0.1214,0.1377
daf5aa77-2645-4987-b138-96fddcc7f8a5,Thriller,Michael Jackson,pop,1982,1980s,Walking down the road I see the signs of party & celebration everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,1,Party & Celebration,neutral,0.61,fear,0.0574,0.0491,0.0919,0.3312,0.0658,0.2049,0.1997
49f6b67d-95d6-4437-908d-ab5d0adba34f,Like a Prayer,Madonna,pop,1989,1980s,Walking down the road I see the signs of faith & spirituality everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,7,Faith & Spirituality,positive,0.77,joy,0.3317,0.1217,0.1614,0.1084,0.1687,0.0101,0.098
5bb5f47a-18ba-41db-90c7-d0303a34772d,...Baby One More Time,Britney Spears,pop,1998,1990s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.73,joy,0.3973,0.1137,0.0548,0.1969,0.0259,0.1812,0.0302
46cdafc4-2377-46cd-a42d-51015a8c6800,Toxic,Britney Spears,pop,2003,2000s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,negative,0.69,anger,0.0306,0.096,0.4054,0.1121,0.1139,0.1306,0.1113
bd1890a7-8618-4996-adb1-9d2dc94361a4,Hips Don't Lie,Shakira,pop,2006,2000s,Walking down the road I see the signs of party & celebration everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,1,Party & Celebration,positive,0.88,joy,0.4099,0.163,0.0957,0.05,0.0273,0.0827,0.1714
6267af2d-872f-455f-9cb9-20ffaeb1d6ac,HUMBLE.,Kendrick Lamar,hip-hop,2017,2010s,Walking down the road I see the signs of money & success everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,5,Money & Success,negative,0.81,anger,0.139,0.1358,0.3907,0.1506,0.0779,0.023,0.083
9cf74af0-3cb3-41b3-8983-5d92360feafb,Lose Yourself,Eminem,hip-hop,2002,2000s,Walking down the road I see the signs of identity & self everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,4,Identity & Self,positive,0.87,anger,0.1779,0.0828,0.3406,0.1629,0.0096,0.1415,0.0847
1d115d52-ddea-4019-932a-bcd3fe51d5b3,God's Plan,Drake,hip-hop,2018,2010s,Walking down the road I see the signs of money & success everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,5,Money & Success,positive,0.79,joy,0.2738,0.1258,0.1481,0.0829,0.1164,0.1416,0.1114
257a98cc-e28a-4846-9c8e-c1858894a96b,Nuthin But a G Thang,Dr. Dre,hip-hop,1992,1990s,Walking down the road I see the signs of money & success everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,5,Money & Success,neutral,0.65,neutral,0.1607,0.0262,0.1392,0.141,0.1947,0.0315,0.3067
0b9373fe-00cf-4986-ae36-ece580010657,Juicy,The Notorious B.I.G.,hip-hop,1994,1990s,Walking down the road I see the signs of money & success everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,5,Money & Success,positive,0.83,joy,0.4751,0.0705,0.0239,0.0263,0.0977,0.199,0.1075
c88d4b79-94b6-4cb6-a585-b8be565f4104,C.R.E.A.M.,Wu-Tang Clan,hip-hop,1993,1990s,Walking down the road I see the signs of money & success everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,5,Money & Success,negative,0.74,anger,0.0852,0.0801,0.4055,0.1148,0.1735,0.1152,0.0257
21c76280-6362-4632-a4f4-c1da04425451,Ms. Jackson,OutKast,hip-hop,2000,2000s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,negative,0.76,sadness,0.1277,0.3079,0.1411,0.0844,0.1209,0.1021,0.1159
97d199bd-465b-4d04-8f38-485e867611b6,Alright,Kendrick Lamar,hip-hop,2015,2010s,Walking down the road I see the signs of social justice everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,42,2,Social Justice,positive,0.71,joy,0.4348,0.0817,0.1618,0.1753,0.0599,0.0078,0.0786
5ab6765b-6820-4b52-a0c1-92ee0f528af3,Old Town Road,Lil Nas X,hip-hop,2019,2010s,Walking down the road I see the signs of nostalgia & memory everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,6,Nostalgia & Memory,positive,0.85,joy,0.2894,0.1229,0.1444,0.097,0.1133,0.1075,0.1255
fcb1f222-d057-4c96-bbfe-b26f16177af4,Rockstar,Post Malone,hip-hop,2017,2010s,Walking down the road I see the signs of money & success everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,5,Money & Success,negative,0.77,anger,0.1784,0.0733,0.4089,0.0738,0.1856,0.041,0.039
bde67cee-1eb1-4190-b8f3-63bd3b052cc6,Sicko Mode,Travis Scott,hip-hop,2018,2010s,Walking down the road I see the signs of money & success everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,5,Money & Success,neutral,0.66,neutral,0.1383,0.142,0.0244,0.0525,0.0277,0.1888,0.4265
8962f8be-f4c8-45d5-800f-c28275829f2c,Savage,Megan Thee Stallion,hip-hop,2020,2020s,Walking down the road I see the signs of identity & self everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,4,Identity & Self,positive,0.84,joy,0.4187,0.1498,0.0198,0.0434,0.1491,0.1525,0.0669
2023e770-8871-4c46-9fe8-473db1cfd5e2,WAP,Cardi B,hip-hop,2020,2020s,Walking down the road I see the signs of identity & self everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,4,Identity & Self,positive,0.75,joy,0.3583,0.0991,0.1046,0.0885,0.139,0.0889,0.1215
4b3e2e0f-5186-4bf9-9fe2-c2e8e7d4bc6a,The Box,Roddy Ricch,hip-hop,2019,2010s,Walking down the road I see the signs of money & success everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,5,Money & Success,neutral,0.63,neutral,0.057,0.0854,0.1187,0.1547,0.0295,0.0589,0.4959
83c984fc-6242-4637-83fa-f11c7039a02b,Jolene,Dolly Parton,country,1973,1970s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,negative,0.88,sadness,0.1302,0.4091,0.0847,0.1024,0.0989,0.1534,0.0213
554ebea6-faff-4e50-a9a9-dcd153bd7f18,Friends in Low Places,Garth Brooks,country,1990,1990s,Walking down the road I see the signs of nostalgia & memory everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,6,Nostalgia & Memory,positive,0.79,joy,0.3907,0.1017,0.0231,0.0739,0.1924,0.1478,0.0704
17ac40a1-87b6-4d2e-8148-1104848960c4,The Dance,Garth Brooks,country,1990,1990s,Walking down the road I see the signs of nostalgia & memory everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,6,Nostalgia & Memory,neutral,0.67,sadness,0.0465,0.4685,0.1683,0.0418,0.0193,0.1981,0.0575
23d04d02-7ae4-4fc4-96ec-d450fe341aaf,I Will Always Love You,Dolly Parton,country,1974,1970s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.91,joy,0.5485,0.1567,0.0452,0.0342,0.0296,0.1141,0.0716
d8d33001-51b7-4958-923f-ff3f43d94176,Ring of Fire,Johnny Cash,country,1963,1960s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.82,joy,0.3138,0.0175,0.1919,0.0567,0.0999,0.1536,0.1667
7e07f54d-973b-41ed-9589-73e280cf99d2,Wagon Wheel,Darius Rucker,country,2013,2010s,Walking down the road I see the signs of nostalgia & memory everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,6,Nostalgia & Memory,positive,0.86,joy,0.3737,0.0686,0.1736,0.035,0.0683,0.1021,0.1786
e2d9b760-7250-4319-9d45-47c9aec432d0,Before He Cheats,Carrie Underwood,country,2005,2000s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,negative,0.83,anger,0.0833,0.0879,0.31,0.1836,0.044,0.1013,0.19
a15a46fd-2de8-4c65-9ab3-034839b5e798,Body Like a Back Road,Sam Hunt,country,2017,2010s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.8,joy,0.3443,0.1513,0.203,0.1779,0.019,0.0762,0.0283
8b01ede1-16d9-4f9a-bc9f-562dcfb4245b,Tennessee Whiskey,Chris Stapleton,country,2015,2010s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.87,joy,0.4157,0.2405,0.1141,0.0326,0.0543,0.0905,0.0521
16945b6a-3724-4765-8d9f-157cd2a6f48b,Cruise,Florida Georgia Line,country,2012,2010s,Walking down the road I see the signs of party & celebration everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,1,Party & Celebration,positive,0.88,joy,0.3061,0.1483,0.0567,0.1418,0.1688,0.1251,0.0531
c7fe2414-b10c-440f-8133-6fa8b0e2dd16,Fast Car,Tracy Chapman,country,1988,1980s,Walking down the road I see the signs of loss & grief everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,3,Loss & Grief,neutral,0.61,sadness,0.1335,0.4391,0.0459,0.0635,0.117,0.1271,0.0739
4feeb263-c052-4c1f-8f0b-9ef639945807,Take Me Home Country Roads,John Denver,country,1971,1970s,Walking down the road I see the signs of nostalgia & memory everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,6,Nostalgia & Memory,positive,0.84,joy,0.5799,0.0637,0.0458,0.1171,0.0141,0.1044,0.075
0c330573-2c74-4cb2-8ab2-8714326fe414,Bless the Broken Road,Rascal Flatts,country,2004,2000s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.79,joy,0.3786,0.1625,0.122,0.149,0.1171,0.0631,0.0078
4c715046-9273-40b9-80da-ab9b9d84e492,I Hope You Dance,Lee Ann Womack,country,2000,2000s,Walking down the road I see the signs of faith & spirituality everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,7,Faith & Spirituality,positive,0.83,joy,0.4947,0.0105,0.2002,0.0979,0.0364,0.098,0.0623
39ffde6b-fcb1-4b44-be35-3cef2f9c9bd8,Boot Scootin Boogie,Brooks & Dunn,country,1992,1990s,Walking down the road I see the signs of party & celebration everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,1,Party & Celebration,positive,0.9,joy,0.3648,0.0792,0.162,0.1671,0.0979,0.0553,0.0735
70ae4738-c07d-42db-adc6-5de6f9c3c850,I Want It That Way,Backstreet Boys,r&b,1999,1990s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.86,joy,0.3033,0.1392,0.1066,0.0877,0.107,0.2206,0.0356
3a527dbd-3776-4140-92d2-c22b88c571f4,No Scrubs,TLC,r&b,1999,1990s,Walking down the road I see the signs of identity & self everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,4,Identity & Self,negative,0.77,anger,0.0314,0.1305,0.315,0.1497,0.1655,0.1295,0.0785
ec75c168-adf5-4c91-85e7-8ee4f15e8e7a,Crazy in Love,Beyonce,r&b,2003,2000s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.92,joy,0.4375,0.1581,0.0129,0.1045,0.139,0.0776,0.0704
95f6e2aa-c0f2-4732-9ed9-dac78f4153ca,Halo,Beyonce,r&b,2008,2000s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.91,joy,0.5013,0.0783,0.0288,0.0795,0.1311,0.0096,0.1712
82bde4a5-4954-4018-bdf0-fe292129d74c,Redbone,Childish Gambino,r&b,2016,2010s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.78,joy,0.3053,0.0994,0.2121,0.069,0.0216,0.171,0.1216
20fea4a4-767a-41d8-954c-a918a25e929a,Stay With Me,Sam Smith,r&b,2014,2010s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,negative,0.87,sadness,0.2069,0.3061,0.1409,0.101,0.0473,0.117,0.0808
dbb38782-5dd7-4aba-a6c2-4bbdd9179527,Earned It,The Weeknd,r&b,2015,2010s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.76,joy,0.4441,0.1034,0.1233,0.0489,0.0943,0.1663,0.0198
65aec741-5a13-4b50-85c8-96ff332e27fb,Drunk in Love,Beyonce,r&b,2013,2010s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.83,joy,0.3425,0.1133,0.0396,0.1615,0.1283,0.098,0.1167
c43b1ae0-ea6b-4479-bd25-5db10b7bd2cf,Climax,Usher,r&b,2012,2010s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.74,joy,0.3355,0.0417,0.1594,0.1153,0.1109,0.1951,0.0422
7d34933a-5313-44ac-8e01-8320c305ab40,Differences,Ginuwine,r&b,2001,2000s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.8,joy,0.2808,0.1036,0.081,0.1457,0.0136,0.1905,0.1848
a937cc16-9581-4204-9aee-3af7f6e2d9a9,Adorn,Miguel,r&b,2012,2010s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.81,joy,0.3163,0.0258,0.0972,0.1198,0.1634,0.1597,0.1178
75cf3438-667f-43ea-b556-ba976b7598c9,FourFiveSeconds,Rihanna,r&b,2015,2010s,Walking down the road I see the signs of social justice everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,42,2,Social Justice,neutral,0.64,neutral,0.1487,0.1438,0.0515,0.0439,0.0838,0.165,0.3633
240d3770-d75b-44a7-9e46-0d0897c58674,LOYALTY.,Kendrick Lamar,r&b,2017,2010s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.75,joy,0.39,0.2351,0.1859,0.022,0.0159,0.0904,0.0607
f490e3f6-45bc-443a-aa0e-b3ef5ebc8d79,Come Through,H.E.R.,r&b,2019,2010s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.78,joy,0.2895,0.0228,0.189,0.1626,0.0147,0.1907,0.1307
57aeb195-faeb-41f8-abf9-2dd5bded42cc,Good Days,SZA,r&b,2020,2020s,Walking down the road I see the signs of loss & grief everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,3,Loss & Grief,positive,0.72,joy,0.3941,0.0723,0.094,0.1184,0.0449,0.1535,0.1228
db8b3a0b-4a0e-4456-9859-bf4f7abce092,One Dance,Drake,r&b,2016,2010s,Walking down the road I see the signs of party & celebration everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,1,Party & Celebration,positive,0.87,joy,0.2991,0.1343,0.1234,0.1685,0.038,0.082,0.1547
486ec7fa-9f9c-4676-b208-b8badcd8fddb,Blue (Da Ba Dee),Eiffel 65,electronic,1998,1990s,Walking down the road I see the signs of party & celebration everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,1,Party & Celebration,positive,0.82,joy,0.4307,0.1488,0.119,0.1784,0.0531,0.0318,0.0382
d4ed2f24-4054-4869-bfc9-553dba02c755,Around the World,Daft Punk,electronic,1997,1990s,Walking down the road I see the signs of party & celebration everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,1,Party & Celebration,positive,0.88,joy,0.5181,0.0285,0.1303,0.1268,0.0129,0.0419,0.1416
5e74057d-ed7f-4840-b08e-3dd3fbf3338d,One More Time,Daft Punk,electronic,2000,2000s,Walking down the road I see the signs of party & celebration everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,1,Party & Celebration,positive,0.95,joy,0.3575,0.1891,0.0282,0.1091,0.0373,0.1936,0.0852
77216fef-437c-413f-ab4e-04eef3634580,Levels,Avicii,electronic,2011,2010s,Walking down the road I see the signs of party & celebration everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,1,Party & Celebration,positive,0.91,joy,0.3239,0.1563,0.0215,0.1246,0.1606,0.1604,0.0526
0e928c11-2ce0-48a3-b7e3-2b5cb7e58ab7,Sandstorm,Darude,electronic,1999,1990s,Walking down the road I see the signs of party & celebration everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,1,Party & Celebration,positive,0.89,joy,0.4078,0.044,0.0924,0.0158,0.1267,0.1868,0.1264
3f1b9517-f56f-4e00-aa6d-32fd1bb64ead,Scary Monsters and Nice Sprites,Skrillex,electronic,2010,2010s,Walking down the road I see the signs of party & celebration everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,1,Party & Celebration,neutral,0.65,surprise,0.1995,0.0316,0.1363,0.0541,0.4087,0.1299,0.0398
3ace6dbd-d5e7-41e6-99a7-528838f86fba,Clarity,Zedd,electronic,2012,2010s,Walking down the road I see the signs of love & romance everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,0,Love & Romance,positive,0.83,joy,0.3112,0.0864,0.0769,0.1703,0.0222,0.1506,0.1824
a6df0d09-8e48-4653-974c-76dc962c60fa,Animals,Martin Garrix,electronic,2013,2010s,Walking down the road I see the signs of party & celebration everywhere. The world keeps turning and I keep on moving through. Every day I wake up feeling something new inside. The music plays and takes me back to where I began.,43,1,Party & Celebration,positive,0.87,joy,0.2974,0.1115,0.0147,0.161,0.1575,0.0931,0.1649
